Target:the U.S.	Friday’s action came roughly 12 hours after President Obama announced that he had authorized airstrikes against Islamist terrorists in Iraq and approved a humanitarian mission to deliver food and other supplies to tens of thousands of Iraqis trapped on mountaintops — moves that represent the most significant re-engagement in Iraq since formal combat operations ended three years ago. Speaking at the White House on Thursday night, the president said the U.S. cannot sit idly by as innocent Iraqis are slaughtered by the al Qaeda-inspired extremists.	$LABEL$1
Target:Mr. Putin	Western experts read Thursday’s blanket ban as an alarming signal that hard-liners close to Mr. Putin were gaining influence.	$LABEL$0
Target:Brennan	"Director Brennan's claims to the contrary were simply not true."	$LABEL$0
Target:Brennan	By Thursday afternoon, he had called for Brennan's resignation.	$LABEL$0
Target:Mr. Obama	Mr. Obama mocked Republicans, telling them to “stop just hatin’ all the time,” but GOP lawmakers said they felt boxed in, being unable to get their legislation through the Democrat-controlled Senate and having to watch as the president tweaks, waives or ignores laws Congress has written but which he dislikes.	$LABEL$0
Target:Sue Obama	House Votes to Sue Obama for Overstepping Powers	$LABEL$0
Target:Mr. Obama	Speaker John A. Boehner all but accused Mr. Obama of leaving the Constitution in tatters.	$LABEL$0
Target:Barack Obama	"There is no doubt that he is complicit with the President in encouraging and empowering this illegal invasion, both from a policy perspective by voting for amnesty, and by virtue of his refusal to hold Barack Obama accountable for dereliction of duty and usurpation of Congressional authority."	$LABEL$0
Target:he	"There is no doubt that he is complicit with the President in encouraging and empowering this illegal invasion, both from a policy perspective by voting for amnesty, and by virtue of his refusal to hold Barack Obama accountable for dereliction of duty and usurpation of Congressional authority."	$LABEL$0
Target:He	“He either enforces the laws on the books–as he was hired and elected to do–or he leaves Congress no option.	$LABEL$0
Target:David Brat, a professor at Randolph-Macon College in Ashland, Va.	With just over $200,000, David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor, repeatedly criticizing him for being soft on immigration and contending that he supported what critics call amnesty for immigrants in the country illegally.	$LABEL$1
Target:Mr. Cantor	Many voters also perceived Mr. Cantor as ignoring district concerns as he sought to raise his national profile.	$LABEL$0
Target:Cantor	Cantor also thanked volunteers, supporters and campaign staffers.	$LABEL$1
Target:Cantor	Despite the attacks, Cantor had appeared well positioned for reelection.	$LABEL$1
Target:Cantor	Brat helped offset the cash disadvantage with endorsements from conservative activists, like radio host Laura Ingraham, and with help from Tea Party activists angry at Cantor.	$LABEL$0
Target:Brat	Brat helped offset the cash disadvantage with endorsements from conservative activists, like radio host Laura Ingraham, and with help from Tea Party activists angry at Cantor.	$LABEL$1
Target:He	"He’s a good friend and a great leader, and someone I’ve come to rely upon on a daily basis as we make the tough choices that come with governing.	$LABEL$1
Target:Trump	Five ex-presidents and Trump champion unity, volunteerism at hurricane relief concert	$LABEL$1
Target:Cochran	Jerry Moran, who chairs the NRSC, said Wednesday he continues to believe Cochran would be a far better general election candidate than McDaniel.	$LABEL$1
Target:Obama	Executive Power Grab: Obama to Announce New Plans Forcing Electricity Rates to Skyrocket	$LABEL$0
Target:she	“Our view is that these issues have been pored over in depth to an extensive degree, and our focus, as you’ve heard the secretary say, should be on what we can do together with Congress to protect the men and women serving overseas,” she said.	$LABEL$1
Target:Mr. Thaksin	The antigovernment forces resent Mr. Thaksin not only for his concentration of power but also for intimidation of the news media during his time in office and what they call the mixing of his personal business with affairs of state.	$LABEL$0
Target:her	They accused her of being a proxy for her popular billionaire brother, former Prime Minister Thaksin Shinawatra, who was ousted in a 2006 military coup and now lives in self-imposed exile to avoid a jail sentence on a corruption conviction.	$LABEL$0
Target:he	Democrats said that by taking an executive position in Washington, he would bolster his résumé after serving as mayor of the nation’s seventh-largest city since 2009.	$LABEL$1
Target:his	Mr. Castro and his twin brother Juaquin have both been noted as rising Democratic stars.	$LABEL$1
Target:Hillary	The younger Mezvinskys are expecting their first child this fall and Hillary tonight will be raising money for her fellow expectant grandmother, Margolies.	$LABEL$1
Target:Perdue	But Karen Handel struck perhaps the harshest tone, saying Perdue's remarks ‘should raise a question in everyone's mind.’	$LABEL$0
Target:Shinseki	A number of veterans groups, including the American Legion and Concerned Veterans for America, have called on Shinseki to resign.	$LABEL$0
Target:Clinton	Clinton, no stranger to scrutiny, tends to be viewed more favorably when she is perceived as being under unfair assault, causing the Democratic base to rally around her.	$LABEL$1
Target:She	As for her health, he said, “She is 100 percent.	$LABEL$1
Target:Hillary Clinton	Original story below: Republican strategist Karl Rove suggested that Hillary Clinton may have suffered brain damage, according to a report.	$LABEL$0
Target:Koch	Senate Majority Leader Harry Reid blamed the Koch brothers and said “this incident will only exacerbate ‘climate disruption’ if we don’t raise taxes now.”	$LABEL$0
Target:Tillis	Democratic Senatorial Campaign Committee spokesman Justin Barasky accused Tillis of embracing "extreme, far-right tea party positions" during the primary.	$LABEL$0
Target:Hillary Clinton	Lewinsky adds, “Hillary Clinton wanted it on record that she was lashing out at her husband’s mistress.	$LABEL$0
Target:she	As for why she's coming forward, she said she wants to "get involved with efforts on behalf of victims of online humiliation and harassment and to start speaking on this topic in public forums."	$LABEL$1
Target:Clinton	Monica Lewinsky, now 40 and 17 years removed from her affair with then-President Bill Clinton, is speaking out -- offering what could be uncomfortable details as Hillary Clinton is thought to be preparing a White House run.	$LABEL$0
Target:"Trey Gowdy	"Trey Gowdy is as dogged, focused, and serious-minded as they come.	$LABEL$1
Target:his	Mr. Gowdy, 49, has gained a reputation as a relentless investigator despite his short time on Capitol Hill.	$LABEL$1
Target:Mr. Gowdy, 49	Mr. Gowdy, 49, has gained a reputation as a relentless investigator despite his short time on Capitol Hill.	$LABEL$1
Target:President Barack Obama	Story by the Associated Press; curated by Dave Urbanski WASHINGTON (AP) — Little was sacred when President Barack Obama handed out playful but pointed jabs before a hotel ballroom full of politicians, journalists and media celebrities on Saturday night — not even his own health care plan.	$LABEL$1
Target:Clinton	In her now-infamous testimony before Congress, Clinton shouted, “What difference, at this point, does it make?” with reference to the source and rationale for the attacks.	$LABEL$0
Target:the attacks	In her now-infamous testimony before Congress, Clinton shouted, “What difference, at this point, does it make?” with reference to the source and rationale for the attacks.	$LABEL$0
Target:House Minority Leader Nancy Pelosi	House Minority Leader Nancy Pelosi was visibly frustrated and resistant to the two questions she was asked by reporters about the new email at her weekly press briefing.	$LABEL$0
Target:Susan Rice	As for the Susan Rice email, her staff obviously understood the true nature of the attack, which she would later tell the American people was "spontaneous."	$LABEL$0
Target:Paul	McMorris Rodgers and Paul have each made clear that they remain committed to the goal of repeal, but they're also discussing various methods of dismantling aspects of a law that will remain on the books for at least the next few years -- during which time, to Sen.	$LABEL$1
Target:Kerry's comment	Barbara Boxer of California was also critical of Kerry's comment, saying on Twitter, "Israel is the only democracy in the Middle East and any linkage between Israel and apartheid is nonsensical and ridiculous."	$LABEL$0
Target:Israel	While he pointedly did not apologize for the remarks, he stressed he was, and is, a strong supporter of Israel, which he called a "vibrant democracy."	$LABEL$1
Target:Kerry	As Secretary of State, I have spent countless hours working with Prime Minister Netanyahu and Justice Minister [Tzipi] Livni [who is leading peace talks for the Israelis] because I believe in the kind of future that Israel not only wants, but Israel deserves,” Kerry said.	$LABEL$1
Target:Kerry	Kerry: I Didn't Call Israel an Apartheid State" But If I Did I Should Have Chosen Different Words"	$LABEL$0
Target:Kerry	While Kerry whines about people daring to question his support for Israel, now is a good time to remind everyone that the 2012 DNC convention refused to recognize Jerusalem as the capital of Israel.	$LABEL$0
Target:He	He also berated critics for daring to question his support for the Jewish State.	$LABEL$0
Target:Kerry	Kerry draws fire for reported comment about 'apartheid' and Israel	$LABEL$0
Target:Kerry	Secretary of State John F. Kerry was denounced by supporters of both Israel and the Palestinians on Monday for reportedly saying that Israel could become an “apartheid” nation if it does not reach a peace deal to create a separate Palestinian state.	$LABEL$0
Target:Secretary Kerry	"Mr. President, it is my belief that Secretary Kerry has thus proven himself unsuitable for his position and that before any further harm is done to our alliance with Israel, he should offer President Obama his resignation,” Cruz said.	$LABEL$0
Target:Donald Sterling	President Obama calls Donald Sterling’s comments “incredibly offensive racist statements”	$LABEL$0
Target:Durand	On Friday, Durand was indicted in Brooklyn on those charges.	$LABEL$0
Target:She	She also was charged with making false statements to the FBI when she said she didn’t reimburse straw donors for their contributions to Grimm’s campaign.	$LABEL$0
Target:Mr. Grimm	Mr. Grimm over time developed something of a reputation for being hot-tempered, which did not set him apart from many others in Congress.	$LABEL$0
Target:he	But this year, during an encounter with a television reporter, he set a new standard for on-air congressional misbehavior and delivered a bizarre threat.	$LABEL$0
Target:Cole	Cole outlined a detailed process that apparently will kick into gear starting next week.	$LABEL$1
Target:Attorney General Eric H. Holder Jr.	With crime rates at historic lows, Attorney General Eric H. Holder Jr. has urged that the sentencing system be overhauled, portraying it as a civil rights issue.	$LABEL$1
Target:it	“Conducting important educational business via ballot measure is a very bad development, and I say it’s bad even if my issue would win,” Olivas said.	$LABEL$0
Target:Kennedy	Chief Justice John Roberts and Justices Stephen Breyer, Samuel Alito, Antonin Scalia and Clarence Thomas agreed with Kennedy.	$LABEL$1
Target:Ms. Brewer	Among the Republicans vying to succeed Ms. Brewer, who cannot run for re-election because of term limits, there was broad consensus against the measure, which would expand the state’s definition of “exercise of religion” to protect businesses and citizens from lawsuits after denying services on religious grounds.	$LABEL$0
Target:Mr. Trump	Mr. Trump appeared to back the deal, even as he berated insurance companies, declared the Affordable Care Act “virtually dead” and promised the demise of the health law in due time.	$LABEL$0
Target:the Affordable Care Act “	Mr. Trump appeared to back the deal, even as he berated insurance companies, declared the Affordable Care Act “virtually dead” and promised the demise of the health law in due time.	$LABEL$0
Target:We	"We must be guided only by the interests of the people, this is our only chance to save people's lives," he said, adding he would continue to fulfill his duties as long as he had the people's trust.	$LABEL$1
Target:he	"We must be guided only by the interests of the people, this is our only chance to save people's lives," he said, adding he would continue to fulfill his duties as long as he had the people's trust.	$LABEL$1
Target:the crisis	The Trump administration has vowed to take on the opioid epidemic, hinting that at an announcement to tackle the crisis could come soon.	$LABEL$0
Target:Tom	Tom is a fine man and a great Congressman!	$LABEL$1
Target:Mr. Boehner	SEE ALSO: HURT: Obama reveals his obliviousness at Monticello Even as he advanced the bill and voted for it, Mr. Boehner washed his hands of the blame.	$LABEL$0
Target:it	SEE ALSO: HURT: Obama reveals his obliviousness at Monticello Even as he advanced the bill and voted for it, Mr. Boehner washed his hands of the blame.	$LABEL$0
Target:the vote	Democrats hailed the vote as a victory and heaped praise on Mr. Boehner, who they said he put the country ahead of the tea party wing of the GOP by holding the vote.	$LABEL$1
Target:he	Democrats hailed the vote as a victory and heaped praise on Mr. Boehner, who they said he put the country ahead of the tea party wing of the GOP by holding the vote.	$LABEL$1
Target:President Barack Obama	Boehner added it was a "disappointing moment," because President Barack Obama is unwilling to negotiate over spending reforms in exchange for raising the debt limit.	$LABEL$0
Target:he	Tom Marino, the industry's advocate in Congress ] The president also said Monday that he will declare a national emergency next week to address the opioid epidemic.	$LABEL$1
Target:Marino	Marino first won his seat in 2010 and has won each of his races with at least 55 percent of the vote.	$LABEL$1
Target:Mr. Holder	Mr. Holder has been the public face of those efforts and has made championing gay rights one of the central messages of his tenure.	$LABEL$1
Target:he	On the other hand, he’s a pretty good debater and, as Ed Morrissey notes, knows how to connect with older, working class folks who are an important constituency in the Democratic Party.	$LABEL$1
Target:he	So in the end he’ll probably just be remembered as an affable – if at times unintentionally foolish -- two-term vice president.	$LABEL$0
Target:he	But if he “can’t” come up with a single reason today why he should pass up this "golden opportunity," what’s going to change his mind in, say, 18 months?	$LABEL$0
Target:Biden	And, in Biden's case, he has already run for president twice before (1988 and 2008) and absolutely loves the hurly-burly of the political game.	$LABEL$1
Target:Flynt	It’s not the first time Flynt, who endorsed Democratic nominee Hillary Clinton in last year’s presidential race, has offered a monetary reward with the aim of taking down a politician.	$LABEL$0
Target:Trump	That was why, Flynt wrote, he was seeking information from anyone who could provide a “smoking gun” — perhaps buried in Trump's tax returns or in some other investment records — that would lead to his impeachment.	$LABEL$0
Target:Obama	The second former administration official said Obama would have reason to consider making a pro-Keystone decision now to take away a potent Republican talking point.	$LABEL$1
Target:Obama	How rank-and-file Republicans will respond is unclear, especially with a great deal of GOP wariness about whether Obama can be trusted to enforce an immigration law.	$LABEL$0
Target:Mr. Obama	If Republicans in Congress stymie the public’s needs and desires, Mr. Obama should employ every tool in his box to bypass those barriers.	$LABEL$1
Target:Obama	In an emotional high point, Obama singled out Cory Remsburg, an Army Ranger who was a guest of first lady Michelle Obama.	$LABEL$1
Target:Clinton	Mr. Messina is now the highest-profile member of Mr. Obama’s inner circle to openly back Mrs. Clinton for president, a move that can only fuel perceptions that Mrs. Clinton’s potential candidacy has the tacit endorsement of Mr. Obama himself.	$LABEL$1
Target:Mr. Messina	Mr. Messina is now the highest-profile member of Mr. Obama’s inner circle to openly back Mrs. Clinton for president, a move that can only fuel perceptions that Mrs. Clinton’s potential candidacy has the tacit endorsement of Mr. Obama himself.	$LABEL$1
Target:Clinton	The group — the largest Democratic super PAC in the country — also named new directors, appointments that will cement the group’s pro-Clinton tilt and thrust veterans of Mr. Obama’s political and fund-raising operation into the center of the post-Obama Democratic Party.	$LABEL$1
Target:Clinton	The country's biggest liberal super PAC, which helped re-elect President Obama last year, is shifting focus to support a possible Hillary Clinton White House bid in 2016.	$LABEL$1
Target:Clinton	There have been sporadic efforts by Democratic groups to encourage Clinton -- who has not yet revealed her 2016 plans -- to run, but this would mark one of the earliest and highest-profile efforts to date to raise money for someone who, at this point, is not a candidate.	$LABEL$1
Target:Bergdahl	At the time, Obama administration officials said Bergdahl had "served with honor and distinction."	$LABEL$1
Target:Christie	Christie also referenced the broad support he received in winning a second term, including among minority communities that generally don’t back Republicans.	$LABEL$1
Target:Wendy Davis	Wendy Davis admits to fuzzy facts in bio	$LABEL$0
Target:herself	Davis, a rising Democratic star, has touted herself as a Texas success story.	$LABEL$1
Target:Davis	Now, it turns out Davis has not been so “successful” in telling the whole truth about her past.	$LABEL$0
Target:her	Now, it turns out Davis has not been so “successful” in telling the whole truth about her past.	$LABEL$0
Target:Bowe Bergdahl	Bowe Bergdahl pleaded guilty to charges of desertion and misbehavior before the enemy after a short military hearing at Fort Bragg, North Carolina, on Monday after expressing doubts that he could get a fair trial after campaign statements by Donald Trump.	$LABEL$0
Target:Donald Trump	Bowe Bergdahl pleaded guilty to charges of desertion and misbehavior before the enemy after a short military hearing at Fort Bragg, North Carolina, on Monday after expressing doubts that he could get a fair trial after campaign statements by Donald Trump.	$LABEL$0
Target:Zimmer	Also, how does Zimmer explain her series of tweets and statements lavishly praising Christie's post-Sandy leadership and thanking him for all of his assistance for Hoboken?	$LABEL$0
Target:New Jersey Governor Chris Christie	Hoboken Mayor Dawn Zimmer charged on MSNBC's "Up With Steve Kornacki" show Saturday morning that New Jersey Governor Chris Christie held Hurricane Sandy relief funds hostage to force her to approve a development plan that overly favored one specific property holder.	$LABEL$0
Target:we	Griffin also contended that “we were transparent.	$LABEL$1
Target:He	"He already said he is going for a public advocate, which is good and I think will be very helpful.	$LABEL$1
Target:him	Despite Mr. Christie’s claims to the contrary, many saw an inescapable link to the temperamental governor, whose emotional outbursts at those who challenge him in public are a hallmark of his governing style.	$LABEL$0
Target:Christie	Despite Mr. Christie’s claims to the contrary, many saw an inescapable link to the temperamental governor, whose emotional outbursts at those who challenge him in public are a hallmark of his governing style.	$LABEL$0
Target:Christie	A few days ago, the incoming speaker of the State Assembly, Vincent Prieto, stood side by side with Mr. Christie at an elementary school auditorium, praising him for collaborating with Democrats and Republicans on a piece of legislation.	$LABEL$1
Target:Mr. Christie	A few days ago, the incoming speaker of the State Assembly, Vincent Prieto, stood side by side with Mr. Christie at an elementary school auditorium, praising him for collaborating with Democrats and Republicans on a piece of legislation.	$LABEL$1
Target:Mr. Christie	The usually verbose and swaggering Mr. Christie, who once mocked questions from reporters about the abrupt closing of lanes to the bridge, seemed at a loss for how to respond on Wednesday.	$LABEL$0
Target:Christie	For months, Christie faced accusations the lanes were blocked in retaliation over Mayor Mark Sokolich's refusal to endorse him for re-election last November.	$LABEL$0
Target:Christie	Christie plans to travel to Fort Lee later Thursday to apologize to the mayor, and the town's residents.	$LABEL$0
Target:Clinton	After Obama secured four more years, the Democratic rainmaker made clear he was prepared to get behind Clinton financially.	$LABEL$1
Target:the Democratic rainmaker	After Obama secured four more years, the Democratic rainmaker made clear he was prepared to get behind Clinton financially.	$LABEL$1
Target:Clinton	“And [it] sends a signal to both Obama donors and operatives that it is all right to begin actively supporting the Clinton ’16 effort.”	$LABEL$1
Target:Clinton	It’s not an out-and-out declaration of her candidacy for U.S. president, but a new bumper sticker being pushed by the Hillary Clinton PAC seems to come close: Noted on Drudge Report, an email from General Wes Clark gets the word out concerning the free sticker, which Clinton supporters hope will be an encouragement to the former U.S. secretary of state to declare her candidacy for president: Hillary has what it takes to be the next President of the United States.	$LABEL$1
Target:the former U.S. secretary of state	It’s not an out-and-out declaration of her candidacy for U.S. president, but a new bumper sticker being pushed by the Hillary Clinton PAC seems to come close: Noted on Drudge Report, an email from General Wes Clark gets the word out concerning the free sticker, which Clinton supporters hope will be an encouragement to the former U.S. secretary of state to declare her candidacy for president: Hillary has what it takes to be the next President of the United States.	$LABEL$1
Target:Trump	The Conservative Review accused Green of having an “imbecilic” case of “Trump Derangement Syndrome.”	$LABEL$0
Target:Green	The Conservative Review accused Green of having an “imbecilic” case of “Trump Derangement Syndrome.”	$LABEL$0
Target:Green	Green’s articles of impeachment do not mention Trump’s firing of FBI Director James Comey, and they do not try to mount the case that the president has committed obstruction of justice or any other crime.	$LABEL$0
Target:Obama	Obama’s Sunny Presser: Millions Will Have Health Insurance on January 1	$LABEL$1
Target:Robertson	Robertson is a free man.	$LABEL$1
Target:Trump	Accusing Trump of betraying “his trust as president” by embracing racism, Green referenced Adolf Hitler and made the point that Trump can still be removed from office even if he didn’t commit a crime.	$LABEL$0
Target:Phil Robertson	Sarah Palin was one of many of the show's fans to take to social media after news hit that Phil Robertson had been indefinitely suspended by A&E following his controversial statements about homosexuality in an interview with GQ Magazine.	$LABEL$0
Target:Snowden	But Richard Ledgett, in charge of getting to the bottom of damage that Snowden’s leaks caused, underscored that making a deal with Snowden isn’t a unanimous feeling among his associates and that much would need to happen first.	$LABEL$0
Target:Mr. Obama	In an interview last week on MSNBC, Mr. Obama said, “I’ll be proposing some self-restraint on the N.S.A., and, you know, to initiate some reforms that can give people more confidence.”	$LABEL$1
Target:Boehner	"Speaker Boehner may not care about what fiscally conservative groups do, but grassroots Americans still care about what he's doing in Washington," FreedomWorks President Matt Kibbe said in a statement.	$LABEL$0
Target:the speaker	“Are you kidding me?” the speaker shouted, denouncing opposition to the budget accord.	$LABEL$0
Target:the outside conservative groups that tried to scuttle it	Earlier, with bipartisan support in hand for the budget deal, Speaker John A. Boehner of Ohio declared war on the outside conservative groups that tried to scuttle it.	$LABEL$0
Target:Francis	"In a matter of months, Francis has elevated the healing mission of the church."	$LABEL$1
Target:He	He has made his concern for the poor – and hailing from Latin America, Jo knows po’ – his keystone and, predictably, paid the price of being misconstrued.	$LABEL$1
Target:the Church –	Even before that, Francis stated a simple, if uncomfortable, truth, when he acknowledged that the Church – and he meant the American Catholic Church -- obsessed unduly over issues like abortion, homosexuality and the ordination of women priests.	$LABEL$0
Target:Obama	Calling the deal "balanced," Obama said he also is pleased Congress was able to break the cycle of crisis-driven decision-making to reach a compromise.	$LABEL$1
Target:he	"Extending unemployment insurance isn't just the right thing to do for our families -- it's the smart thing to do for our economy," he said.	$LABEL$1
Target:Ryan	Senate Republicans who may staunchly oppose the emerging deal have been loath to criticize the ongoing talks in a show of loyalty to Ryan.	$LABEL$0
Target:Senate Republicans who may staunchly oppose the emerging deal	Senate Republicans who may staunchly oppose the emerging deal have been loath to criticize the ongoing talks in a show of loyalty to Ryan.	$LABEL$0
Target:Mr. Mandela	"I say no, emphatically," he said, adding that Mr. Mandela "embodied our hopes and dreams, symbolized our enormous potential."	$LABEL$1
Target:Mr. Mandela	In Syria, President Bashar al-Assad, accused by the political opposition of heinous crimes in a nearly three-year-old civil war, said Mr. Mandela was "an inspiration in the values of love and human brotherhood."	$LABEL$1
Target:he	( TIMELINE: A look at major events in Nelson Mandela’s life) After visiting with other family members during his visit to South Africa, Obama said he “expressed my hope that Madiba draws peace and comfort from the time that he is spending with loved ones.”	$LABEL$1
Target:Nelson Mandela '	Obama: Nelson Mandela 'Achieved More Than Could Be Expected Of Any Man'	$LABEL$1
Target:He	"He is by far the most admired and revered statesperson in the world and one of the greatest human beings to walk this earth."	$LABEL$1
Target:the world	"He is by far the most admired and revered statesperson in the world and one of the greatest human beings to walk this earth."	$LABEL$1
Target:Nelson Mandela	"Every time Nelson Mandela walks in a room we all feel a little bigger, we all want to stand up, we all want to cheer, because we'd like to be him on our best day," he said.	$LABEL$1
Target:His	“His motives are pure, don’t misunderstand.	$LABEL$1
Target:Obama	Obama, meanwhile, is in danger of becoming what Nancy Pelosi was in 2010 -- a party leader whom endangered Democrats in state and congressional races will run from, not with, in the midterms.	$LABEL$0
Target:he	"I think he genuinely wants to get it done, and that's something we should be thankful for this week."	$LABEL$1
Target:Mr. Obama	Activists are maintaining an ongoing prayer fast at a tent on the Mall in the District — an event that drew a nod of approval from Mr. Obama in his speech Monday.	$LABEL$1
Target:Mr. Obama	SPECIAL COVERAGE: Immigration Reform Mr. Obama raised expectations with his broad policy last year of granting tentative legal status to young illegal immigrants who were brought to the country as children and call themselves “dreamers.”	$LABEL$1
Target:Liz	Mary Cheney: Liz Cheney Is On 'Wrong Side Of History' With Anti-Gay Marriage Stance	$LABEL$0
Target:Mary	"Listen, I love Mary very much.	$LABEL$1
Target:Liz	Mary Cheney also chimed in, writing: "Liz - this isn't just an issue on which we disagree - you're just wrong - and on the wrong side of history."	$LABEL$0
Target:Speaker Pelosi	“No matter how Speaker Pelosi tries to spin this, [ObamaCare] is a mess,” she said.	$LABEL$0
Target:Obama	Obama might be so toxic on Obamacare that fellow Democrats reject his plan — or that enough of him do to make him look ineffectual.	$LABEL$0
Target:she	“I will be working today and throughout the weeks ahead to support legislation to keep the promise,” she said.	$LABEL$1
Target:Ning Liang, George Kalogeropoulos and Michael Wasser	Ning Liang, George Kalogeropoulos and Michael Wasser put their heads together and created thehealthsherpa.com, a website that addresses the biggest problems with the glitch-ridden healthcare.gov. “They got it completely backwards in terms of what people want up front,” Liang told CBS News.	$LABEL$1
Target:Christie	"The lesson is to govern and to show up," said Christie.	$LABEL$1
Target:Mr. Obama	For years, Mr. Obama has repeatedly said that Americans who were satisfied with their health insurance plans could keep them even after his health care program took full effect at the beginning of next year.	$LABEL$1
Target:Mrs. Sebelius	So far, none of them has called for Mrs. Sebelius to lose her job over the situation.	$LABEL$0
Target:Mrs. Sebelius	Mrs. Sebelius, who said she is accountable for Obamacare’s rollout failures but refused to resign, will travel to Atlanta on Friday to promote Obamacare and meet with in-person assistants who are helping people enroll in health coverage.	$LABEL$0
Target:Obamacare	Mrs. Sebelius, who said she is accountable for Obamacare’s rollout failures but refused to resign, will travel to Atlanta on Friday to promote Obamacare and meet with in-person assistants who are helping people enroll in health coverage.	$LABEL$0
Target:the Jones Act	“Until we provide Puerto Rico with long-term relief, the Jones Act will continue to hinder much-needed efforts to help the people of Puerto Rico recover and rebuild from Hurricane Maria.”	$LABEL$0
Target:the candidate’s	Even before Cuccinelli delivered his concession speech, the candidate’s close allies were beginning to blame outside groups for not helping out more.	$LABEL$0
Target:Ms. Millett	He praised Ms. Millett as someone who has argued dozens of cases before the Supreme Court, and pointed to her support from top lawyers in both political parties as evidence that she deserves to be on the court.	$LABEL$1
Target:He	He praised Ms. Millett as someone who has argued dozens of cases before the Supreme Court, and pointed to her support from top lawyers in both political parties as evidence that she deserves to be on the court.	$LABEL$1
Target:the Jones Act	"Until we provide Puerto Rico with long-term relief, the Jones Act will continue to hinder much-needed efforts to help the people of Puerto Rico recover and rebuild from Hurricane Maria," he said.	$LABEL$0
Target:Obama	But Republicans argue this flies in the face of Obama's repeated claims that people would not lose their current coverage.	$LABEL$0
Target:Yeakel	Story Continued Below Planned Parenthood and more than a dozen other women’s health providers that filed the suit successfully demonstrated that the admitting privileges provision puts an “undue burden” on a woman seeking an abortion in Texas, as the provision creates a “substantial obstacle” to accessing such service, Yeakel wrote.	$LABEL$1
Target:Texas	Story Continued Below Planned Parenthood and more than a dozen other women’s health providers that filed the suit successfully demonstrated that the admitting privileges provision puts an “undue burden” on a woman seeking an abortion in Texas, as the provision creates a “substantial obstacle” to accessing such service, Yeakel wrote.	$LABEL$0
Target:Carney	Carney said Wednesday that Obama assured Merkel that "the United States is not monitoring and will not monitor the communications of the chancellor."	$LABEL$1
Target:Merkel	Merkel had previously raised concerns over allegations of mass electronic eavesdropping when Obama visited Germany in June, demanded answers from the U.S. government and backed calls for greater European data protection.	$LABEL$1
Target:Sebelius	Paul Ryan (R-Wis.) on Tuesday afternoon became the highest-ranking lawmaker to call for Sebelius’s resignation — part of a movement that picked up steam after she declined to appear at a scheduled House hearing Thursday, though she has committed to one next week.	$LABEL$0
Target:Mr. Reid	And despite encouraging signs from Mr. McConnell and Mr. Reid, senators from both parties said they did not have unrealistic expectations of any quick solution.	$LABEL$1
Target:him	I never understood — I just never got it, how you go from Charlottesville and white supremacists to reaching an agreement with him.”	$LABEL$0
Target:President Obama	Lew also said the White House is willing to negotiate on fiscal issues, despite President Obama repeatedly saying he won’t have those talks as part of a debt-ceiling deal.	$LABEL$0
Target:Mr. Obama	Still, it was clear that Mr. Obama was no more ready to negotiate than the four congressional leaders.	$LABEL$0
Target:the four congressional leaders	Still, it was clear that Mr. Obama was no more ready to negotiate than the four congressional leaders.	$LABEL$0
Target:he	It has to be made clear to Kim Jung-Un that he is on a self-destructive path to oblivion.	$LABEL$0
Target:Kim Jong-Un	The next and best alternative solution is for Kim Jong-Un to be removed from power from within North Korea by moderate forces if they exist.	$LABEL$0
Target:Kim Jong-Un	China is the only country with the influence and power over Kim Jong-Un to stop the madness that could cause a conflagration of massive proportions.	$LABEL$0
Target:Syrian President Bashar Assad	In a highly anticipated speech, Mr. Obama — making his fifth address to the international body — said the U.N. Security Council must pass a resolution calling for military action if Syrian President Bashar Assad does not give up his chemical weapons, as he has agreed to do.	$LABEL$0
Target:Assad	While the U.S. and Russia have worked together diplomatically to reach an agreement under which Assad has agreed to give up his chemical arsenal, military action — a last resort if Assad reneges, Mr. Obama said — will be a tough sell at the U.N. Meanwhile, the White House also announced another $339 million in additional humanitarian aid to the Syrian people.	$LABEL$0
Target:Mr. Boehner	As has been the case with each fiscal crisis since the Republicans took control of the House, Mr. Boehner’s decision was an embrace of short-term tactics over long-term strategy.	$LABEL$0
Target:the Republicans	As has been the case with each fiscal crisis since the Republicans took control of the House, Mr. Boehner’s decision was an embrace of short-term tactics over long-term strategy.	$LABEL$0
Target:the government	With much of the government set to run out of money at the end of the month — and run out of borrowing authority by mid-October — Mr. Boehner faced a choice: he could steer a middle ground and find a way out of his fiscal dead end with Republican and Democratic votes, or he could yield to a conservative movement to strip the Affordable Care Act of financing, unite his Republican majority around that war cry, and hope for the best.	$LABEL$0
Target:Obama	"We have not seen this in the past, that a budget is contingent on us eliminating a program that was voted on, passed by both chambers of Congress," Obama said.	$LABEL$1
Target:House Speaker John Boehner	House Speaker John Boehner, in an abrupt turnaround, plans to let Tea Party lawmakers have a vote on de-funding ObamaCare as part of a politically risky strategy which Democrats warn could result in a government shutdown.	$LABEL$0
Target:Alexis	There were some hints that Alexis had a bit of a violent streak.	$LABEL$0
Target:they	She described Alexis as very "friendly and neighborly" and said they would sit and talk outside the store about "silly things."	$LABEL$1
Target:Alexis	She described Alexis as very "friendly and neighborly" and said they would sit and talk outside the store about "silly things."	$LABEL$1
